transaction_type,transaction_date,description,team_abbr,player_id,player_slug,group_sort,dedupe_key,source,source_url
Signing,2026-01-08,Indiana Pacers signed center Tony Bradley to a 10-Day Contract.,IND,1628396.0,tony-bradley,Signing 1143405,2026-01-08|IND|1628396.0|Signing|Indiana Pacers signed center Tony Bradley to a 10-Day Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Trade,2026-01-09,Atlanta Hawks received forward Corey Kispert from Washington Wizards.,ATL,1630557.0,corey-kispert,Trade 2025019,2026-01-09|ATL|1630557.0|Trade|Atlanta Hawks received forward Corey Kispert from Washington Wizards.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Trade,2026-01-09,Atlanta Hawks received guard CJ McCollum from Washington Wizards.,ATL,203468.0,cj-mccollum,Trade 2025019,2026-01-09|ATL|203468.0|Trade|Atlanta Hawks received guard CJ McCollum from Washington Wizards.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Trade,2026-01-09,Washington Wizards received guard Trae Young from Atlanta Hawks.,WAS,1629027.0,trae-young,Trade 2025019,2026-01-09|WAS|1629027.0|Trade|Washington Wizards received guard Trae Young from Atlanta Hawks.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-01-13,Los Angeles Lakers signed guard Kobe Bufkin to a 10-Day Contract.,LAL,1641723.0,kobe-bufkin,Signing 1143617,2026-01-13|LAL|1641723.0|Signing|Los Angeles Lakers signed guard Kobe Bufkin to a 10-Day Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-01-15,Dallas Mavericks signed forward Jeremiah Robinson-Earl to a 10-Day Contract.,DAL,1630526.0,jeremiah-robinson-earl,Signing 1143722,2026-01-15|DAL|1630526.0|Signing|Dallas Mavericks signed forward Jeremiah Robinson-Earl to a 10-Day Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-01-16,Atlanta Hawks signed center Christian Koloko to a Two-Way Contract.,ATL,1631132.0,christian-koloko,Signing 1143755,2026-01-16|ATL|1631132.0|Signing|Atlanta Hawks signed center Christian Koloko to a Two-Way Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-01-16,LA Clippers signed forward Patrick Baldwin Jr. to a 10-Day Contract.,LAC,1631116.0,patrick-baldwin-jr,Signing 1143746,2026-01-16|LAC|1631116.0|Signing|LA Clippers signed forward Patrick Baldwin Jr. to a 10-Day Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-01-19,Indiana Pacers signed center Tony Bradley to a 10-Day Contract.,IND,1628396.0,tony-bradley,Signing 1143947,2026-01-19|IND|1628396.0|Signing|Indiana Pacers signed center Tony Bradley to a 10-Day Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-01-20,Signed Dillon Jones (NBA.com roster signing date),NYK,1641794.0,dillon-jones,NBA roster signing 1641794,2026-01-20|NYK|1641794.0|Signing|Signed Dillon Jones (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612752
Signing,2026-01-26,Philadelphia 76ers signed center Charles Bassey to a 10-Day Contract.,PHI,1629646.0,charles-bassey,Signing 1144081,2026-01-26|PHI|1629646.0|Signing|Philadelphia 76ers signed center Charles Bassey to a 10-Day Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Waive,2026-01-27,Cleveland Cavaliers waived forward Chris Livingston.,CLE,1641753.0,chris-livingston,Waive 1144248,2026-01-27|CLE|1641753.0|Waive|Cleveland Cavaliers waived forward Chris Livingston.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-01-27,Washington Wizards signed forward Skal Labissiere to a 10-Day Contract.,WAS,1627746.0,skal-labissiere,Signing 1144237,2026-01-27|WAS|1627746.0|Signing|Washington Wizards signed forward Skal Labissiere to a 10-Day Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-01-28,Cleveland Cavaliers signed forward Tristan Enaruna to a Two-Way Contract.,CLE,1642400.0,tristan-enaruna,Signing 1144291,2026-01-28|CLE|1642400.0|Signing|Cleveland Cavaliers signed forward Tristan Enaruna to a Two-Way Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Trade,2026-02-01,Atlanta Hawks received center Duop Reath from Portland Trail Blazers.,ATL,1641871.0,duop-reath,Trade 2025021,2026-02-01|ATL|1641871.0|Trade|Atlanta Hawks received center Duop Reath from Portland Trail Blazers.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Trade,2026-02-01,Atlanta Hawks received draft consideration from Portland Trail Blazers.,ATL,0.0,,Trade 2025021,2026-02-01|ATL|0.0|Trade|Atlanta Hawks received draft consideration from Portland Trail Blazers.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Trade,2026-02-01,Chicago Bulls received draft consideration from Cleveland Cavaliers.,CHI,0.0,,Trade 2025020,2026-02-01|CHI|0.0|Trade|Chicago Bulls received draft consideration from Cleveland Cavaliers.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Trade,2026-02-01,Chicago Bulls received forward Dario Saric from Sacramento Kings.,CHI,203967.0,dario-saric,Trade 2025020,2026-02-01|CHI|203967.0|Trade|Chicago Bulls received forward Dario Saric from Sacramento Kings.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Trade,2026-02-01,Chicago Bulls received draft consideration from Sacramento Kings.,CHI,0.0,,Trade 2025020,2026-02-01|CHI|0.0|Trade|Chicago Bulls received draft consideration from Sacramento Kings.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Waive,2026-02-01,Chicago Bulls waived guard Jevon Carter.,CHI,1628975.0,jevon-carter,Waive 1144356,2026-02-01|CHI|1628975.0|Waive|Chicago Bulls waived guard Jevon Carter.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Trade,2026-02-01,Cleveland Cavaliers received guard Keon Ellis from Sacramento Kings.,CLE,1631165.0,keon-ellis,Trade 2025020,2026-02-01|CLE|1631165.0|Trade|Cleveland Cavaliers received guard Keon Ellis from Sacramento Kings.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Trade,2026-02-01,Cleveland Cavaliers received guard Dennis Schroder from Sacramento Kings.,CLE,203471.0,dennis-schroder,Trade 2025020,2026-02-01|CLE|203471.0|Trade|Cleveland Cavaliers received guard Dennis Schroder from Sacramento Kings.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Waive,2026-02-01,Cleveland Cavaliers waived forward Luke Travers.,CLE,1631247.0,luke-travers,Waive 1144357,2026-02-01|CLE|1631247.0|Waive|Cleveland Cavaliers waived forward Luke Travers.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Trade,2026-02-01,Portland Trail Blazers received guard Vit Krejci from Atlanta Hawks.,POR,1630249.0,vit-krejci,Trade 2025021,2026-02-01|POR|1630249.0|Trade|Portland Trail Blazers received guard Vit Krejci from Atlanta Hawks.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Trade,2026-02-01,Sacramento Kings received forward De'Andre Hunter from Cleveland Cavaliers.,SAC,1629631.0,deandre-hunter,Trade 2025020,2026-02-01|SAC|1629631.0|Trade|Sacramento Kings received forward De'Andre Hunter from Cleveland Cavaliers.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Trade,2026-02-03,Chicago Bulls received guard Mike Conley from Minnesota Timberwolves.,CHI,201144.0,mike-conley,Trade 2025023,2026-02-03|CHI|201144.0|Trade|Chicago Bulls received guard Mike Conley from Minnesota Timberwolves.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Trade,2026-02-03,Chicago Bulls received guard Jaden Ivey from Detroit Pistons.,CHI,1631093.0,jaden-ivey,Trade 2025023,2026-02-03|CHI|1631093.0|Trade|Chicago Bulls received guard Jaden Ivey from Detroit Pistons.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Trade,2026-02-03,Detroit Pistons received guard Kevin Huerter from Chicago Bulls.,DET,1628989.0,kevin-huerter,Trade 2025023,2026-02-03|DET|1628989.0|Trade|Detroit Pistons received guard Kevin Huerter from Chicago Bulls.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Trade,2026-02-03,Detroit Pistons received forward Dario Saric from Chicago Bulls.,DET,203967.0,dario-saric,Trade 2025023,2026-02-03|DET|203967.0|Trade|Detroit Pistons received forward Dario Saric from Chicago Bulls.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Trade,2026-02-03,Detroit Pistons received draft consideration from Minnesota Timberwolves.,DET,0.0,,Trade 2025023,2026-02-03|DET|0.0|Trade|Detroit Pistons received draft consideration from Minnesota Timberwolves.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Waive,2026-02-03,Detroit Pistons waived forward Isaac Jones.,DET,1642403.0,isaac-jones,Waive 1144644,2026-02-03|DET|1642403.0|Waive|Detroit Pistons waived forward Isaac Jones.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Trade,2026-02-03,Memphis Grizzlies received guard Walter Clayton Jr. from Utah Jazz.,MEM,1642383.0,walter-clayton-jr,Trade 2025022,2026-02-03|MEM|1642383.0|Trade|Memphis Grizzlies received guard Walter Clayton Jr. from Utah Jazz.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Trade,2026-02-03,Memphis Grizzlies received forward Taylor Hendricks from Utah Jazz.,MEM,1641707.0,taylor-hendricks,Trade 2025022,2026-02-03|MEM|1641707.0|Trade|Memphis Grizzlies received forward Taylor Hendricks from Utah Jazz.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Trade,2026-02-03,Memphis Grizzlies received forward Georges Niang from Utah Jazz.,MEM,1627777.0,georges-niang,Trade 2025022,2026-02-03|MEM|1627777.0|Trade|Memphis Grizzlies received forward Georges Niang from Utah Jazz.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Trade,2026-02-03,Memphis Grizzlies received forward Kyle Anderson from Utah Jazz.,MEM,203937.0,kyle-anderson,Trade 2025022,2026-02-03|MEM|203937.0|Trade|Memphis Grizzlies received forward Kyle Anderson from Utah Jazz.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Trade,2026-02-03,Memphis Grizzlies received draft consideration from Utah Jazz.,MEM,0.0,,Trade 2025022,2026-02-03|MEM|0.0|Trade|Memphis Grizzlies received draft consideration from Utah Jazz.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Trade,2026-02-03,Utah Jazz received guard Vince Williams Jr. from Memphis Grizzlies.,UTA,1631246.0,vince-williams-jr,Trade 2025022,2026-02-03|UTA|1631246.0|Trade|Utah Jazz received guard Vince Williams Jr. from Memphis Grizzlies.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Trade,2026-02-03,Utah Jazz received guard John Konchar from Memphis Grizzlies.,UTA,1629723.0,john-konchar,Trade 2025022,2026-02-03|UTA|1629723.0|Trade|Utah Jazz received guard John Konchar from Memphis Grizzlies.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Trade,2026-02-03,Utah Jazz received center Jock Landale from Memphis Grizzlies.,UTA,1629111.0,jock-landale,Trade 2025022,2026-02-03|UTA|1629111.0|Trade|Utah Jazz received center Jock Landale from Memphis Grizzlies.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Trade,2026-02-03,Utah Jazz received forward Jaren Jackson Jr. from Memphis Grizzlies.,UTA,1628991.0,jaren-jackson-jr,Trade 2025022,2026-02-03|UTA|1628991.0|Trade|Utah Jazz received forward Jaren Jackson Jr. from Memphis Grizzlies.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Trade,2026-02-04,Chicago Bulls received forward Ousmane Dieng from Charlotte Hornets.,CHI,1631172.0,ousmane-dieng,Trade 2025030,2026-02-04|CHI|1631172.0|Trade|Chicago Bulls received forward Ousmane Dieng from Charlotte Hornets.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Trade,2026-02-04,Chicago Bulls received guard Collin Sexton from Charlotte Hornets.,CHI,1629012.0,collin-sexton,Trade 2025030,2026-02-04|CHI|1629012.0|Trade|Chicago Bulls received guard Collin Sexton from Charlotte Hornets.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Trade,2026-02-04,Chicago Bulls received draft consideration from Charlotte Hornets.,CHI,0.0,,Trade 2025030,2026-02-04|CHI|0.0|Trade|Chicago Bulls received draft consideration from Charlotte Hornets.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Trade,2026-02-04,Charlotte Hornets received forward Ousmane Dieng from Oklahoma City Thunder.,CHO,1631172.0,ousmane-dieng,Trade 2025025,2026-02-04|CHO|1631172.0|Trade|Charlotte Hornets received forward Ousmane Dieng from Oklahoma City Thunder.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Trade,2026-02-04,Charlotte Hornets received draft consideration from Oklahoma City Thunder.,CHO,0.0,,Trade 2025025,2026-02-04|CHO|0.0|Trade|Charlotte Hornets received draft consideration from Oklahoma City Thunder.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Trade,2026-02-04,Charlotte Hornets received guard Tyus Jones from Orlando Magic.,CHO,1626145.0,tyus-jones,Trade 2025029,2026-02-04|CHO|1626145.0|Trade|Charlotte Hornets received guard Tyus Jones from Orlando Magic.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Trade,2026-02-04,Charlotte Hornets received draft consideration from Orlando Magic.,CHO,0.0,,Trade 2025029,2026-02-04|CHO|0.0|Trade|Charlotte Hornets received draft consideration from Orlando Magic.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Trade,2026-02-04,Charlotte Hornets received guard Coby White from Chicago Bulls.,CHO,1629632.0,coby-white,Trade 2025030,2026-02-04|CHO|1629632.0|Trade|Charlotte Hornets received guard Coby White from Chicago Bulls.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Trade,2026-02-04,Charlotte Hornets received guard Mike Conley from Chicago Bulls.,CHO,201144.0,mike-conley,Trade 2025030,2026-02-04|CHO|201144.0|Trade|Charlotte Hornets received guard Mike Conley from Chicago Bulls.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Waive,2026-02-04,Charlotte Hornets waived guard Pat Connaughton.,CHO,1626192.0,pat-connaughton,Waive 1144739,2026-02-04|CHO|1626192.0|Waive|Charlotte Hornets waived guard Pat Connaughton.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Trade,2026-02-04,Cleveland Cavaliers received guard James Harden from LA Clippers.,CLE,201935.0,james-harden,Trade 2025026,2026-02-04|CLE|201935.0|Trade|Cleveland Cavaliers received guard James Harden from LA Clippers.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Trade,2026-02-04,LA Clippers received guard Darius Garland from Cleveland Cavaliers.,LAC,1629636.0,darius-garland,Trade 2025026,2026-02-04|LAC|1629636.0|Trade|LA Clippers received guard Darius Garland from Cleveland Cavaliers.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Trade,2026-02-04,LA Clippers received draft consideration from Cleveland Cavaliers.,LAC,0.0,,Trade 2025026,2026-02-04|LAC|0.0|Trade|LA Clippers received draft consideration from Cleveland Cavaliers.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Trade,2026-02-04,Oklahoma City Thunder received forward Mason Plumlee from Charlotte Hornets.,OKC,203486.0,mason-plumlee,Trade 2025025,2026-02-04|OKC|203486.0|Trade|Oklahoma City Thunder received forward Mason Plumlee from Charlotte Hornets.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Trade,2026-02-04,Oklahoma City Thunder received guard Jared McCain from Philadelphia 76ers.,OKC,1642272.0,jared-mccain,Trade 2025028,2026-02-04|OKC|1642272.0|Trade|Oklahoma City Thunder received guard Jared McCain from Philadelphia 76ers.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Waive,2026-02-04,Oklahoma City Thunder waived forward Mason Plumlee.,OKC,203486.0,mason-plumlee,Waive 1144741,2026-02-04|OKC|203486.0|Waive|Oklahoma City Thunder waived forward Mason Plumlee.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Trade,2026-02-04,Philadelphia 76ers received draft consideration from Oklahoma City Thunder.,PHI,0.0,,Trade 2025028,2026-02-04|PHI|0.0|Trade|Philadelphia 76ers received draft consideration from Oklahoma City Thunder.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Trade,2026-02-05,Atlanta Hawks received center Jock Landale from Utah Jazz.,ATL,1629111.0,jock-landale,Trade 2025031,2026-02-05|ATL|1629111.0|Trade|Atlanta Hawks received center Jock Landale from Utah Jazz.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Trade,2026-02-05,Atlanta Hawks received forward Jonathan Kuminga from Golden State Warriors.,ATL,1630228.0,jonathan-kuminga,Trade 2025038,2026-02-05|ATL|1630228.0|Trade|Atlanta Hawks received forward Jonathan Kuminga from Golden State Warriors.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Trade,2026-02-05,Atlanta Hawks received guard Buddy Hield from Golden State Warriors.,ATL,1627741.0,buddy-hield,Trade 2025038,2026-02-05|ATL|1627741.0|Trade|Atlanta Hawks received guard Buddy Hield from Golden State Warriors.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Trade,2026-02-05,Atlanta Hawks received guard Gabe Vincent from Los Angeles Lakers.,ATL,1629216.0,gabe-vincent,Trade 2025041,2026-02-05|ATL|1629216.0|Trade|Atlanta Hawks received guard Gabe Vincent from Los Angeles Lakers.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Trade,2026-02-05,Atlanta Hawks received draft consideration from Los Angeles Lakers.,ATL,0.0,,Trade 2025041,2026-02-05|ATL|0.0|Trade|Atlanta Hawks received draft consideration from Los Angeles Lakers.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Waive,2026-02-05,Atlanta Hawks waived center Duop Reath.,ATL,1641871.0,duop-reath,Waive 1144737,2026-02-05|ATL|1641871.0|Waive|Atlanta Hawks waived center Duop Reath.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Waive,2026-02-05,Atlanta Hawks waived center N'Faly Dante.,ATL,1642368.0,nfaly-dante,Waive 1144936,2026-02-05|ATL|1642368.0|Waive|Atlanta Hawks waived center N'Faly Dante.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Trade,2026-02-05,Boston Celtics received center Nikola Vucevic from Chicago Bulls.,BOS,202696.0,nikola-vucevic,Trade 2025034,2026-02-05|BOS|202696.0|Trade|Boston Celtics received center Nikola Vucevic from Chicago Bulls.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Trade,2026-02-05,Boston Celtics received draft consideration from Chicago Bulls.,BOS,0.0,,Trade 2025034,2026-02-05|BOS|0.0|Trade|Boston Celtics received draft consideration from Chicago Bulls.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Trade,2026-02-05,Boston Celtics received draft consideration from Charlotte Hornets.,BOS,0.0,,Trade 2025048,2026-02-05|BOS|0.0|Trade|Boston Celtics received draft consideration from Charlotte Hornets.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-02-05,Boston Celtics re-signed forward Amari Williams to a Rest-of-Season Contract.,BOS,1642873.0,amari-williams,Signing 1144717,2026-02-05|BOS|1642873.0|Signing|Boston Celtics re-signed forward Amari Williams to a Rest-of-Season Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Trade,2026-02-05,Brooklyn Nets received guard Ochai Agbaji from Toronto Raptors.,BRK,1630534.0,ochai-agbaji,Trade 2025032,2026-02-05|BRK|1630534.0|Trade|Brooklyn Nets received guard Ochai Agbaji from Toronto Raptors.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Trade,2026-02-05,Brooklyn Nets received draft consideration from Toronto Raptors.,BRK,0.0,,Trade 2025032,2026-02-05|BRK|0.0|Trade|Brooklyn Nets received draft consideration from Toronto Raptors.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Trade,2026-02-05,Brooklyn Nets received forward Josh Minott from Boston Celtics.,BRK,1631169.0,josh-minott,Trade 2025046,2026-02-05|BRK|1631169.0|Trade|Brooklyn Nets received forward Josh Minott from Boston Celtics.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Trade,2026-02-05,Brooklyn Nets received forward Hunter Tyson from Denver Nuggets.,BRK,1641816.0,hunter-tyson,Trade 2025047,2026-02-05|BRK|1641816.0|Trade|Brooklyn Nets received forward Hunter Tyson from Denver Nuggets.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Trade,2026-02-05,Brooklyn Nets received draft consideration from Denver Nuggets.,BRK,0.0,,Trade 2025047,2026-02-05|BRK|0.0|Trade|Brooklyn Nets received draft consideration from Denver Nuggets.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Waive,2026-02-05,Brooklyn Nets waived forward Haywood Highsmith.,BRK,1629312.0,haywood-highsmith,Waive 1144738,2026-02-05|BRK|1629312.0|Waive|Brooklyn Nets waived forward Haywood Highsmith.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Waive,2026-02-05,Brooklyn Nets waived guard Cam Thomas.,BRK,1630560.0,cam-thomas,Waive 1144933,2026-02-05|BRK|1630560.0|Waive|Brooklyn Nets waived guard Cam Thomas.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Waive,2026-02-05,Brooklyn Nets waived forward Tyrese Martin.,BRK,1631213.0,tyrese-martin,Waive 1144934,2026-02-05|BRK|1631213.0|Waive|Brooklyn Nets waived forward Tyrese Martin.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Waive,2026-02-05,Brooklyn Nets waived forward Hunter Tyson.,BRK,1641816.0,hunter-tyson,Waive 1144935,2026-02-05|BRK|1641816.0|Waive|Brooklyn Nets waived forward Hunter Tyson.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Trade,2026-02-05,Chicago Bulls received guard Anfernee Simons from Boston Celtics.,CHI,1629014.0,anfernee-simons,Trade 2025034,2026-02-05|CHI|1629014.0|Trade|Chicago Bulls received guard Anfernee Simons from Boston Celtics.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Trade,2026-02-05,Chicago Bulls received draft consideration from Boston Celtics.,CHI,0.0,,Trade 2025034,2026-02-05|CHI|0.0|Trade|Chicago Bulls received draft consideration from Boston Celtics.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Trade,2026-02-05,Chicago Bulls received forward Guerschon Yabusele from New York Knicks.,CHI,1627824.0,guerschon-yabusele,Trade 2025036,2026-02-05|CHI|1627824.0|Trade|Chicago Bulls received forward Guerschon Yabusele from New York Knicks.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Trade,2026-02-05,Chicago Bulls received guard Rob Dillingham from Minnesota Timberwolves.,CHI,1642265.0,rob-dillingham,Trade 2025042,2026-02-05|CHI|1642265.0|Trade|Chicago Bulls received guard Rob Dillingham from Minnesota Timberwolves.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Trade,2026-02-05,Chicago Bulls received forward Leonard Miller from Minnesota Timberwolves.,CHI,1631159.0,leonard-miller,Trade 2025042,2026-02-05|CHI|1631159.0|Trade|Chicago Bulls received forward Leonard Miller from Minnesota Timberwolves.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Trade,2026-02-05,Chicago Bulls received draft consideration from Minnesota Timberwolves.,CHI,0.0,,Trade 2025042,2026-02-05|CHI|0.0|Trade|Chicago Bulls received draft consideration from Minnesota Timberwolves.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Trade,2026-02-05,Chicago Bulls received center Nick Richards from Phoenix Suns.,CHI,1630208.0,nick-richards,Trade 2025045,2026-02-05|CHI|1630208.0|Trade|Chicago Bulls received center Nick Richards from Phoenix Suns.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-02-05,Chicago Bulls signed guard Mac McClung to a Two-Way Contract.,CHI,1630644.0,mac-mcclung,Signing 1144702,2026-02-05|CHI|1630644.0|Signing|Chicago Bulls signed guard Mac McClung to a Two-Way Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Trade,2026-02-05,Charlotte Hornets received forward Malaki Branham from Washington Wizards.,CHO,1631103.0,malaki-branham,Trade 2025039,2026-02-05|CHO|1631103.0|Trade|Charlotte Hornets received forward Malaki Branham from Washington Wizards.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Trade,2026-02-05,Charlotte Hornets received forward Xavier Tillman from Boston Celtics.,CHO,1630214.0,xavier-tillman,Trade 2025048,2026-02-05|CHO|1630214.0|Trade|Charlotte Hornets received forward Xavier Tillman from Boston Celtics.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Waive,2026-02-05,Charlotte Hornets waived guard Mike Conley.,CHO,201144.0,mike-conley,Waive 1144745,2026-02-05|CHO|201144.0|Waive|Charlotte Hornets waived guard Mike Conley.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Trade,2026-02-05,Dallas Mavericks received guard AJ Johnson from Washington Wizards.,DAL,1642358.0,aj-johnson,Trade 2025039,2026-02-05|DAL|1642358.0|Trade|Dallas Mavericks received guard AJ Johnson from Washington Wizards.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Trade,2026-02-05,Dallas Mavericks received forward Marvin Bagley III from Washington Wizards.,DAL,1628963.0,marvin-bagley-iii,Trade 2025039,2026-02-05|DAL|1628963.0|Trade|Dallas Mavericks received forward Marvin Bagley III from Washington Wizards.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
